overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
3,,True,"01 24, 2014",A1YK99OLVSEYD1,B0091JKJ0M,{'Gift Amount:': ' 50'},Georgia Hoffman,"Ordered for a Christmas gift.  Received in plenty of time but then received a second one with note stating first one wasn't any good.  Well, neither was the second on.  It took emails and 3 phone calls to get the card activated.  Very embarrassing since it was a gift.",Amazon Gift Card,1390521600,
3,,False,"12 17, 2017",A1AYT4YWTF28KT,B005DHN6E2,,wholesalewiza2,"charging me tax on a gift card, really? then you are going to charge tax on the person who gets the card when they  by something? double dipping?!?!?!?!?!",charging me tax on a gift card really?,1513468800,
3,,True,"03 5, 2016",A19ZZ7TD0PZNVT,B0145WHSDA,,deirdra,serves the purpose,Three Stars,1457136000,
3,,True,"06 7, 2018",ARZ8THYTIFHIW,B004LLIKVU,{'Gift Amount:': ' 50'},Lou Haggerty,The instructions were a little confusing trying to print out the card with the appropriate message but I will use this system again.since it saves trying to think about what to buy.,The instructions were a little confusing trying to print out ...,1528329600,
3,,True,"08 4, 2016",A3JGB6TIW4JQXJ,B0145WHSDA,,Acacia,It would be great if you can edit current card due to expiration date has changed without add another card to make a change.,Needs some flexibilities....,1470268800,
3,,True,"11 21, 2015",A2XDON8LA805KS,B0091JKY0M,{'Gift Amount:': ' 50'},Hellionz,Tin case arrived damaged/bent in.  Not worth giving as a gift anymore.,Three Stars,1448064000,
3,,True,"06 11, 2018",ALAR3L1HDKZ6H,B00YD567IW,,Matthew,We never saw the code dunno,Three Stars,1528675200,
3,10,True,"02 1, 2017",A30COBQGWP393C,B00DNAGTIQ,,R. Stoker Sr.,"They made my pizza wrong and the pasta tasted funky. They gave me both items at a later visit for free. The pizza was good, but the pasta still has an off taste.",It's Domino's...'Nuff said.,1485907200,
3,,True,"04 8, 2015",A2T8BWCV7R4OJR,B00I5428VM,,luzmary veronica alejandra faneite ochoa,good,Three Stars,1428451200,
3,,False,"09 13, 2017",A2184F6ANLL5LC,B004Q7CK9M,{'Gift Amount:': ' 50'},Bobbi,I hope that my sister will NOT have any issues using her gift card but I will say that she told me that the message I typed to be inside the birthday card was not there.  She did not know who the gift card was from.  I expected better results from Amazon and I am an Amazon Prime member and shop on Amazon frequently.,NO message in Birthday Card with Gift Card,1505260800,
3,,True,"07 18, 2017",A1TM3NBR1G3OCF,B004Q7CK9M,,Amazon Customer,I am supposed to get a $5 bonus for buying this $25 gift card.  Where may I find it?,Three Stars,1500336000,
3,,True,"03 28, 2013",A1IK4X6MPOUF5C,B0066AZGD4,,DW,"I like that you can use your own picture, but it could be easier to use. It took longer than I expected to complete the process.",Nice to be able to use your own picture.,1364428800,
3,,True,"01 10, 2018",A6RN8JWGV20PT,B00910XGTM,,Amazon Customer,"Just didn't  know  it was for a girl  gift card, and I was  looking  around  Christmas tree  gifts  cards and type  in right  it was for a boy and I did the e card so he could use it then.",Just didn't know it was for a girl gift card ...,1515542400,
3,,True,"03 1, 2013",A1JC23M4TOK58H,B0066AZGD4,,TxRancher,"I was able to upload my photo, but unable to use my Discover rewards to pay for the card. I have my Discover card linked so it must be your software not allowing a linked card when the card is scheduled for a future date.",Couldn't use my Discover rewards,1362096000,
3,,True,"05 10, 2018",A1BCLDGESCUI7R,B005DHN6E2,{'Gift Amount:': ' 50'},whj,One of the gift cards had  a envelope to put it in but the other didn't .,Three Stars,1525910400,
3,2,True,"01 27, 2016",A3T98UPGCQ2ZYF,B00JDQJZWG,{'Gift Amount:': ' 50'},ramona.vonn,"I shipped it directly to my brother for his birthday but it came without the Gift Message so he didn't know it came from me. I discovered this out months later, only after I awkwardly brought it up. What a waste.",don't have it shipped directly to the birthday person,1453852800,
3,,True,"01 21, 2017",A36P3NSE67NE4O,B0091JKY0M,{'Gift Amount:': ' 0'},Amazon Customer,So far so good,Three Stars,1484956800,
3,,True,"12 10, 2010",A2HWH0ENUIMSMG,B00CHSWG6O,,JoK,"It took quite a while to get there with lots of work on my part.
Success finally after much searching and questioning before sending it a second time.
Would have preferred something easier and more automatic which usually is the image of Amazon.",Better late than never!,1291939200,
3,,True,"02 11, 2018",A2B1OBJUM2YH0,B004Q7CK9M,{'Gift Amount:': ' 10'},Susan L. Taylor,it's a freakin gift card...arrives promptly.,Three Stars,1518307200,
3,,True,"10 12, 2013",A1E97Z265JWN2B,B00CHSWG6O,,Angel,"Can't go wrong with a gift card...unless the recipient doesn't receive notification of it on the day it is to be delivered.  It is possible that they did get the email on time, but they say that they did not.  So, you might want to let them know that you sent one as a gift and for them to keep an eye on their email.",Noification email to recipient was missing,1381536000,
3,,True,"12 16, 2017",A2U8OZMUEH2PES,B00BXQIGA6,,Jennifer Waddell,"The gift card arrived on time, but the paper was torn. The plastic card itself if fine, so I just through away the paper part. I'll still be able to give it as a gift.","The plastic card itself if fine, so I just through away the paper part",1513382400,
3,,True,"01 4, 2014",A223KVI9ZZ2ONZ,B004Q7CK9M,,Tammi in Texas,"I wanted to order 100 of the $100 gift cards but your qty restrictions forced me to place multiple orders in different denominations in order to get all the gift cards I needed.
I should be able to order in 10-pks and get as many packs as I want.
Why do you restrict qty?",Why do you restrict qty?,1388793600,
3,,True,"01 22, 2016",A5BS5XDF6CIB7,B004Q7CK9M,,Woman with virtue,I didn't see any chance to write a message in the birthday card for my firiend whom the gift card was sent to.  I wish I could write something for her birthday.  She had no clue it was from me when she got it until I called to ask if she received it.,I didn't see any chance to write a message in ...,1453420800,
3,,True,"12 20, 2012",A18OF3DH3LXCQL,B004Q7CK9M,{'Gift Amount:': ' 20'},Rajan Mahadevia,When ordering these cards it had the option at checkout to get a personal message for each of the cards. I purchased 10 or these cards and spent time typing the messages for each one of them. None of the cards had the message printed on them. As a gift card the value was good as it came with the gift card and a christmas card all in one.,Gift cards came wihtout personalized message printed,1355961600,
3,34,False,"12 14, 2011",A1369IVDK7DTEY,B005ESMMWW,,L. Salinas,"Amazon gift cards neatly wrapped up in an Amazon gift box? Fantastic idea!! But why is this option only available in denominations of $50 or more? I would gladly pay an additional charge for the gift box for lower denominations, but its not even an option. Guess I'll have to buy a gift card and gift box in a retail store instead - how inconvenient. Kind of defeats the purpose of online shopping. Maybe they'll get this right in time for the holidays next year.",Wish This Option Was Available In Lower Denominations,1323820800,
3,,True,"12 29, 2010",A2HE708CJ7RC62,B001GXRQW0,{'Gift Amount:': ' 50'},L. Miller,"I was orderring a birthday present that I wanted sent to another address via email.  That didn't work and the order was duplicated and MAILED TO ME!  Had to use the cerificates for others - gift certificates 10 - ease of use for website 2.  Highly disappointed in the way this worked particularly since I have been using amazon for over 10 years without this type of problem.

And thank you for the invitation to review the purchase.",Great for gifts - website difficult - I was buying one to send via email - that didn't work -,1293580800,
3,,True,"05 11, 2018",A3OQVOKOC821G4,B00JDQJZWG,{'Gift Amount:': ' 0'},Shan,It was last it said out for delivery the day after I purchased it then it was just being delivered later in the day.  Then it was going out the next day and then the day it was supposed to be there it updated to a four day time period after the two day delivery. I was really disappointed cause I didn't what to bother the birthday person on their exact birthday cause I told them it would be there and then it was late very late.  I thought it was cute but then it turned into not fun at all ~,Just Okay,1525996800,
3,,False,"05 11, 2017",A3NMEILV8DKDSP,B00BXLT5EW,,Marissa Schmucker,"The cardboard backing was dirty and bent and the card itself was also dirty and had scratches on it.  At least the balance was what I ordered when I checked it.  Giving as a gift, so rather disappointed that I had to take the card off the cardboard and wash it.","Dirty Card, but Balance as Expected",1494460800,
3,,True,"04 18, 2012",ANY207PPTMQU9,B002BSHDJK,,Cindy Lee,"When I got it, I thought it was smaller than expected. For the price, I thought it should be better. I ended up seeing it at another store for less, so I returned it. What I saw wasn't worth what I paid.",I ended up returning it,1334707200,
3,,True,"01 27, 2015",A2EYKSIJQLPR85,B00P8N3O7U,,Psade,"I purchased a $30.00 gift card. It was only worth $30.00, I thought it should have been more.",I purchased a $30. 00 gift card. It ...,1422316800,
3,,False,"11 28, 2017",A3GEDTLLTCSSTE,B01E4QPDV6,{'Gift Amount:': ' 50'},Mary Johnson,The item arrived quickly.  I was very disappointed by the wrap and tag.....tag was mostly unreadable.  I will have to change it. I paid extra for the wrap.,I was very disappointed by the wrap and tag,1511827200,
3,,True,"03 7, 2015",A3ATCH1M9JQSCO,B00K0PO196,,Maria Daniela Garrillo,It took more than 20 minutes to receive the confirmation in my inbox,Three Stars,1425686400,
3,,True,"05 12, 2015",A205WJHU7DZHRF,B00BXLW5QC,,Shantelle,It was a gift.  Arrived promptly and my neice loved it...,It's subway -- great gift!,1431388800,
3,,True,"03 4, 2018",A3Q4IMOIJW1NHT,B005ESMFP6,,Gaeduk8,No issues.,Would buy again,1520121600,
3,,False,"06 11, 2013",A1WV692Q53XP0P,B00BT1XF5Q,,Caitie.571,I love that you can customize our gift cards but I did this for my mom last year for Mother's Day and the backgrounds were the exact same as the previous year. I wish they would change them or give more options for Mother's Day and not just the one option.,Same backgrounds,1370908800,
3,,True,"05 28, 2014",A2W7BMTQBX2PSL,B00ADR2XIC,,Handrij,"Just as everyone else is reporting, our box arrived smudged and a little crushed. However, it's not the box that really matters.",Just like everyone else,1401235200,
3,,True,"07 5, 2018",A33NVO10IP2IRI,B00JDQJZWG,{'Gift Amount:': ' 0'},vicky black,Cute little cupcake tins were crushed and bent. Not a special presentation for a birthday,Crushed tins,1530748800,
3,,True,"01 24, 2014",A8JEUKG3S5RSV,B00ACA3UMS,,Joshua Binney,"Nice that I could print the gift card, but would be nice to find it in stores next to the ITunes and Google Play gift cards.",Why can't I find the gift card in stores?,1390521600,
3,,True,"11 7, 2015",A2RRVOATBJZTPG,B00ADR2XIC,,rosie7777,I paid for the gift wrap and it was lousy.  They cut the ribbon too short so there was a half inch or more gap and they just taped it to hold together with the gap showing.  I don't expect this from Amazon,I paid for the gift wrap and it was lousy ...,1446854400,
3,,True,"10 17, 2016",A2KGVL9R5DRTD8,B0091JL3OI,{'Gift Amount:': ' 0'},robert escalera,was perfectly adequate.,Three Stars,1476662400,
3,3,True,"10 13, 2017",A2TJBIBT57SX9U,B00MV9M0UQ,,Kim Harris,I did not print the email but attempted to use the egift certificate on my phone. The cashier did not want to accept the gift certificate because it was not printed. This is a smart phone world so that seems old fashioned as long as the certificate can be scanned & works. She eventually acceptes it only because it was for $25.,This is a smart phone world so that seems old fashioned as long ...,1507852800,
3,,True,"09 9, 2014",A3QZXX7NWFOHVA,B004W8D0Y4,,Erika,Very GOOD,It's okay,1410220800,
3,,False,"06 2, 2012",AXHGLP6IU4HOH,B005ESMJCU,,ellen,"It turned out that I had previously read the first two books,but not the third.  This book had been recommended to me by a fellow mystery reader.  I was surprised and delighted that it was so easy to use a gift card.  I hope to get more of them.",I richard,1338595200,
3,,True,"12 4, 2012",A3JN71OEIZW8O2,B004LLIL5A,,John Fisher,I assume that it is worth $50. How else can it be rated? (The picture on it is nice.) OK.,It's a gift card!,1354579200,
3,,True,"01 6, 2017",A2YESUJEQ0N9LA,B0091JL3OI,{'Gift Amount:': ' 0'},bsracing59,"I thought I had ordered a happy birthday card, but it didn't ship. So my sister in law was confused since she just had made a transaction with Amazon.",Review,1483660800,
3,,True,"05 17, 2014",A1SZUTAF21ZK1U,B00B2TFSO6,,Annie Jackson,"This cloth was sent so quickly! I was so glad. I needed it to set up a small reception area. The quality is a little lacking ...the fabric itself has looser woven places here and there throughout. The funny thing was when we tried to put it on  the table evenly. It wasn't rectangular. Not really a good trapezoid either. It cover the table for sure, but the shape is oddly skewampus. so we never could get a nice line along the edges. Three stars for how inexpensive and utilitarian it is. Two stars left off because it did not get any quality control.","great price for a large tablecloth, however",1400284800,
3,,True,"04 3, 2014",A16MJO5JPG1PA6,B005ESMJ02,{'Gift Amount:': ' 50'},Paul C.,Package was wrapped perfectly.  Made for a nice presentation.  Daughter was very impressed.  She really liked the gold bow on a black box.  Her school colors.,Gift card packaging,1396483200,
3,,True,"12 11, 2017",AV5VSJDEEZIBN,B00IGYPALG,,fightingterp,OK,OK,1512950400,
3,,True,"03 12, 2018",A2XYB6ESHL8WAB,B004LLIKVU,{'Gift Amount:': ' 50'},AP,"The gift cards are very good without problems for the one who receives it. I give it 3 stars because when sending them the photo of personalization is deleted, as well as its amount. It seems to me that both are part of the gift you give. Amazon do not delete the photos and their amount.",The gift cards are very good without problems for the one who receives it,1520812800,
3,,True,"06 14, 2017",A248GHX07C4C6T,B00MV9FM9C,,Amazon Customer,It was great,Three Stars,1497398400,
3,,True,"01 16, 2015",A26A0TJ4DN4J8I,B004LLILGO,,Carlos Murzi,ok,Three Stars,1421366400,
3,,True,"05 22, 2013",AAP09DDCFVHD5,B004KNWWRM,,Frances Kling,"I purchased two gift cards for a joint baby shower with different artwork, the first one printed just fine, but the monkey picture did not and I ended up with a gift card with amazon logo instead. I was disappointed since this was a special occasion.",gift card.,1369180800,
3,,True,"05 11, 2017",A3SO08MJYXUDM1,B016J1LGPG,{'Gift Amount:': ' 25'},June Houck,I was not as impressed with this packaging compared to the adorable cupcake tin amazon gift card holders...I rate the tins 5star!,... not as impressed with this packaging compared to the adorable cupcake tin amazon gift card holders,1494460800,
