overall,verified,reviewTime,reviewerID,reviewerName,reviewText,summary,sentiment_label,texto_limpio
2,True,"12 17, 2017",A9N9Y3H7FCWEF,Raymond,"Note: Airbnb gift cards don't work on long term stays, which is kinda ridiculous.
It's like if McDonald's decided that their gift cards don't work on Big Mac's cause our margin is razor thin on that product.
Don't be like me and think you can buy up a whole bunch and combine for a long term rental.
Luckily I caught myself after buying only one card, and I travel enough to be able to use that up pretty fast.
Only get these if you or the person your giving to, is planning one or more stays shorter than 28days.",Long-term stays don't apply (28+ days),1,note airbnb gift card work long term stay kinda ridiculous it like mcdonald decided gift card work big mac cause margin razor thin product don like think buy whole bunch combine long term rental luckily i caught buying one card i travel enough able use pretty fast only get person giving planning one stay shorter 28days
2,True,"02 14, 2014",A1610ZHOXOXCCU,Sandra Fairchild-Miller,"The white gift box was smudged with glue or some other substance, giving it a very grubby appearance.  It took a little work on my part to make it attractive enough to give as a gift.",NOT THE USUAL PERFECT SERVICE,1,the white gift box smudged glue substance giving grubby appearance it took little work part make attractive enough give gift
2,True,"11 5, 2017",A1B295380ZA7XC,Amazon Customer,"Unfortunately, the case was damaged, but i can't return it back due to the birthday of my friend is on 2 days: C","Unfortunately, the case was damaged, but i can't ...",1,unfortunately case damaged return back due birthday friend two day c
2,True,"12 31, 2016",A1VKC5EGTD0X5K,Amazon Customer,Hard to enter code to activate,Two Stars,1,hard enter code activate
2,True,"04 24, 2014",AA0V79S77R25E,Seamus Flynn,"My daughter won a Kindle and I decided to get her a gift card but the book she wanted was in Amazon UK and the gift card I gave her was for the Amazon in US which she could not use.
I am very disappointed.",How many amazons are there?,1,my daughter kindle i decided get gift card book wanted amazon uk gift card i gave amazon us could use i disappointed
2,True,"06 5, 2016",AY9CDSJEJJ9OG,Megha,"Please add the name and Billing address while sending gift card. Otherwise how people are supposed to find out who sent the gift card?
And also allow us to send a short message like Happy Birthday!! or Happy Anniversary!!!!",Please add the name and Billing address while sending gift ...,1,please add name billing address sending gift card otherwise people supposed find sent gift card and also allow u send short message like happy birthday happy anniversary
2,True,"07 15, 2016",A198QDYXVUQ7XO,Legionary,"Nothing to do with the restaurant, but the card would not work at the restaurant and my family had to use a credit card.  No real problem except it was a gift and somewhat embarrassing.  Amazon was very good about the problem, although it could not solve the problem it provided my family with a credit to cover the inconvenience.  Its a very good restaurant and I would recommend it to anyone.",Amazon was very good about the problem,1,nothing restaurant card would work restaurant family use credit card no real problem except gift somewhat embarrassing amazon good problem although could solve problem provided family credit cover inconvenience its good restaurant i would recommend anyone
2,True,"07 5, 2016",A27KN6Y8XEK6VF,Amazon Customer,"What a mess to get apart!  You're better off buying at a Starbucks location.  The four cards are glued together and even though it's supposed to be the kind of glue that rolls off easily IT DOES NOT.  It leaves two nasty, sticky, streaks on each card.",Better of buying at a Starbucks location.,1,what mess get apart you better buying starbucks location the four card glued together even though supposed kind glue roll easily it does not it leaf two nasty sticky streak card
2,True,"03 16, 2016",A3F8NTDLJ3OZ21,Paul I.,waste of money,Two Stars,1,waste money
2,True,"12 18, 2013",A2YXP9GZBCY56,Heather,I didn't realize that the gift card would be unusable because the recipients have an account set up with amazon.ca for kindle. They are able to use it for other things but not for books which was the purpose.,unusable,1,i realize gift card would unusable recipient account set amazon ca kindle they able use thing book purpose
2,True,"02 18, 2014",A12UTVNSA8LR4J,Margaret Galeon,I had to figure out how to re send it so she could use it a month later and it was a cumbersome process,recipient did not receive gift card,1,i figure send could use month later cumbersome process
2,True,"07 16, 2014",A29Z1DG3YWO6NJ,Fletcher Rosenbaum,"I like the product HOWEVER I had to have it sent twice in order for the recipient to receive it.
This is the second time this has happened.
While I like the convenience of Amazon gift cards the delivery of them leaves much to be desired.",Sketchy delivery.,1,i like product however i sent twice order recipient receive this second time happened while i like convenience amazon gift card delivery leaf much desired
2,True,"01 7, 2017",A2P9A59RMKC3SG,Amazon Customer,No name on the items. Very embossed as they had to call me to find out who got what. Will not use again.,Not Happy,1,no name item very embossed call find got will use
2,False,"12 22, 2015",A1O66RRK1J3LS9,Austin Texan,"Insufficient packaging allowed gift boxes to become slightly dented. There were too many boxes  packed into one flimsy
one piece corrugated cardboard ""box.""  Also, not all of the ""new"" boxes were clean. Next time I'll buy in smaller quantities.",Poor execution,1,insufficient packaging allowed gift box become slightly dented there many box packed one flimsy one piece corrugated cardboard box also new box clean next time i buy smaller quantity
